Sentence,grade
The service was excellent and the food was delicious.,2
If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,0
"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",1
Right off the major deegan you get ladies from all over the city.,2
Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,0
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",2
The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,1
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",2
"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",0
Had a late night dinner on a Saturday night.,1
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,2
Their sake martini is wonderful.,2
"Well, this place is so Ghetto its not even funny.",0
Once they ran out of Gnochi and made it for me from scratch!,1
We would like to thank Marcelo and Grace for a wonderful dining experience!!!,2
"Found service above average, but that could be because we were 13 of us.",2
"Bagels are ok, but be sure not to make any special requests!",1
fine dining restaurant quality.,2
Overall a disappointing experience for that price category.,0
"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",1
The food was exceptional.,2
A Thai restaurant out of rice during dinner?,1
The portions are small but being that the food was so good makes up for that.,0
(and I have eaten my share) Which impresses me for having such a large amount of people to serve.,2
"Sure, the setting is nice.",2
"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",2
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",1
Best drumsticks over rice and sour spicy soup in town!,2
Slightly above average wines start at $70+ with only one selection listed at $30+.,0
Their whitefish salad is excellent--all whitefish with a little mayo.,2
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",2
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",0
I recommend this place to everyone who asks me where to go for a good meal.,2
The waitresses are nice--also you can just get counter service sit.,2
The only friendly staff member was the guy at the bar.,2
"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",2
Won't or Can't is not in the service directory.,2
I cannot imagine a friendlier staff working in a restaurant.,2
I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,2
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",0
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,2
"Saul is pretty good, but definitely not great.",1
"I would recommend Roxy's for that, but not for their food.",0
We always get a sampling of appetizers and share.,1
"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",2
"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",0
Their pad penang is delicious and everything else is fantastic.,2
"The puke green walls leave a lot to be desired, but the food is very good.",2
"The flavors are very fresh and pretty inobtrusive, nothing flashy.",2
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",0
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,0
"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",2
big and soft as well as good lunch food.,2
"No food snobs allowed, this place is for people who appreciate good food.",1
I liked the food at this quasi-thai restaurant.,2
By far the best salad I have had in a fast food restaurant.,2
"As for the bar, this is another bad idea.",0
"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",1
"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.",2
The barebecued salmon is elegantly spiced and not at all dry.,2
"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",1
What generous portions!,2
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,1
The wine the service was very good too.,2
"So, the menu is written in chalk above your head and it all sounds delicious.",1
The highly spiced chai tea was great too.,2
"I have been there many times, and food is good and consistent.",2
"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",2
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",0
I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,2
The meat dishes were only so-so.,1
"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",2
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",2
"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",0
"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",2
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,2
The staff there is very attentive and down to earth.,2
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",0
"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",0
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,2
It took them 15 minutes to put water in our glasses.,1
The service is descent even when this small place is packed.,2
This is the best sushi in new york city - hands down.,2
I have eaten a lot of pizza here.,1
Great value for the quality ingredients.,2
"The Thali was small, thoroughly unremarkable, and $14.95.",0
The sushi is also great!,2
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,2
Truly the mark of an attentive waiter.,2
"The food here is rather good, but only if you like to wait for it.",2
I got an excellent piece of cheesecake and we had several other nice pastries.,2
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",2
The makhani was OK --the korma was bland.,1
The food is inventive but still keeps traditional indian flavoring.,2
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",2
This is a cute place and could be good but they need to get their act together.,2
The lox is always fresh too.,2
Service was very friendly.,2
So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,2
Food was OK - fish was cooked well.,1
We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,2
The duck confit is always amazing and the foie gras terrine with figs was out of this world.,2
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",0
The staff offers impeccable service.,2
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,2
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",0
"The place is sleek, modern and playfull and i will return again frequently.",2
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",2
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,2
"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",0
And the bill was outragous.,0
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",2
"Kind, attentive wait staff.",2
Salads were fantastic.,2
The owners and employees are friendly and their pizza is fantastic.,2
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",2
The food is authentic Italian - delicious!,2
skip dessert.,0
I complete the total bagel experience by having it lightly toasted.,2
It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,0
The service is good and ambience is good for a date or group outing.,2
A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,1
It's all about the food !!,2
Fast service.,2
"The staff is excellent, specjal: that girl behind the bar, european chic.",2
"stick with the chicken, beef, and lamb dishes.",2
"The service was bad, the food took to forever to come, we sat on the upper level.",0
"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",2
This restaurant is a wonderful place to go many times and it is reasonably priced.,2
"Bottom line: B+ for the food, F for the service.",2
The only thing the waiters don't do for you is wipe your chin when you leave.,2
"Stick to dimsum, not super overpriced noodles.",1
The service is fine and they allow you to enjoy the view.,2
"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",0
delicious simple food in nice outdoor atmosphere.,2
The only fallback on this restaurant is the prices.,0
I've been to Naples 45 for dinner twice.,1
The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,0
Try sushimi cucumber roll.,2
The food is delicious.,2
Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,2
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,2
Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,0
"believe us, we've been eating sushi for over 15 yrs.",1
The atmosphere is much better than Sripraphai (more modern and sleek).,2
"The food is outstanding and the service is quick, friendly and very professional.",2
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",2
"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",1
Service is fast and friendly.,2
from an English speaking staff.,1
And they have these home made potato chips at the bar that are the most delicious things in the world!,2
My husband and I enjoyed each of the 6 taste size portions and left completely full.,2
"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",0
"We all ate pasta entre'es, which were great.",2
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,2
The food was boring and expensive.,0
"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",2
Terrific menu full of unique rolls and special dishes.,2
The service is ok but could be better.,0
"We love the food, drinks, and atmosphere!",2
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,0
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",2
"Took my mom for Mother's Day, and the maitre d' was pretty rude.",0
My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,1
"The vibe is very relaxed and cozy, service was great and the food was excellent!",2
"If the weather is nice, try to snag an outside table.",2
"If you are looking for a good quality, cheap eats - this is the place.",2
The service was friendly and the atmosphere was casual.,2
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,1
"I recommend their Pad See Ew, Pork Chops or Tofu plates.",2
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,2
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",1
The service was excellent - friendly and attentive.,2
"The main course had an average portion, and was decent overall.",2
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,0
"Waitstaff is great, very attentive.",2
The dinner menu is diverse and top-notch as well.,2
IT IS WHAT MODERN CUISINE IS ALL ABOUT.,2
"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",2
"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",2
I won't go back unless someone else is footing the bill.,0
"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",1
Jimmy's is hands down the hottest night spot in the Bronx.,2
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,0
"The $300 bill was a bit steep, but the experience was great.",0
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",2
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",2
I would definitely go back -- if only for some of those exotic martinis on the blackboard.,2
Simple comfort food and what hot and lage portions.,2
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",0
We didn't get drink refills and she didn't even offer us the option of dessert.,0
The bagels are also reasonably priced for NYC.,2
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",2
Decor leaves something to be desired.,0
"Also, specify if you like your food spicy- its rather bland if you don't.",1
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",2
Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),2
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",2
"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",2
"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",2
"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",2
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",2
My fish was delicious in an incredible curry sauce.,2
If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,2
"Even upon delivery, their juicy pork buns are quite good . .",2
"Average to good Thai food, but terrible delivery.",2
The space is nice but when we order our drink we were in for a surprise.,2
The entire place and the treatment we received felt as a conveyor belt.,0
Joe's Pizza used to have the best slice until this pizzeria opened up.,2
And they provided a delicious dessert on the house!,2
"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",0
"The food is amazing, rich pastas and fresh doughy pizza.",2
"Food was very good, but not what I would consider out of this world.",2
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,2
"Try the Pad Thai, it's fabulous and their prices are so cheap!",2
Food is great and inexpensive.,2
The price very reasonable.,2
"Dessert - can't be missed, so save room!!!",2
"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",2
Ingredients are organic which is a real plus for me.,2
It was so bad I actually refused to pay for my food.,0
I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,2
"The staff was very attentive, the ambience lovely, and the food superb.",2
"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",2
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,2
"The waiters are sweet, the food is tasty and the bill is never too large.",2
"The service was superb, they treat you like family.",2
"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",2
"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",2
"The menu may be small, but everything on it is delicious.",0
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,0
"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",2
We ran a little late for the reservation but it wasn't a problem to get our table immediately.,1
We arrived on time for our reservation and seated promptly.The,2
"I would definitely go back for a very special occasion, but not for regular fine dining.",1
"The well mannered, pleasant staff that Tony has in his employ.",2
The flavors robust and subtle.,2
"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",2
"I would never wait for a table to eat, it just is not THAT great.",1
"We concluded with tiramisu chocolate cake, both were delicious.",2
The counter service is bad.,0
"Service here was great, food was fantastic.",2
"This is such a lovely, peaceful place to eat outside.",2
The sauce is delicious and the crust is perfect.,2
Since my first dinner I have had the chance to have brunch at Orsay 3x.,1
"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",0
They have some great entrees here as well.,2
The service is not consistently excellent -- just decent.,1
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",2
"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",2
I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,2
I care more about the food and ambience.,1
"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",0
The service is fantastic.,2
The garlic mashed potatoes are hands down the best in the city!,2
Food and service was okay.,1
The lamb meat was under-cooked and EXTRMELY CHEWY.,0
The best pad thai i've ever had.,2
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",0
Great pizza and fantastic service.,2
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,0
i would just ask for no oil next time.,0
"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",2
I went there for lunch and it was not as good as I expected from the reviews I read.,1
"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",0
I ordered a Lassi and asked 4 times for it but never got it.,1
Their coffee is quite good too!,2
"great wine list (italian), good food, service was INITIALLY fine.",2
"Despite the fact that the space is large, they've overcrowded the floor with tables.",2
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",0
I had to ask her three times before she finally came back with the dish Ive requested.,1
"Normally that would be improper, however they were all delicious and my host did not complain.",1
Taxan delicious!,2
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",0
"Southern Indian cuisine is still there, too.",1
"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",2
They couldn't even make a salad that was appealing.,0
For two people with tip was less than $25 bucks.,1
Killer Sushi!,2
Of course the reason its so packed is because the food is so delicious!,2
"Staffs are not that friendly, but the taste covers all.",0
The jukebox plays everything from Italian Opera to The Strokes.,2
Plus they made a perfect martini.,2
I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,1
"I've eaten thai many times, and am very familiar with the cuisine.",1
The waiter was attentive.,2
Their Margarita is best I've had since I've returned from Naples!,2
The tastes makes your mouth water for more.,2
"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",2
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",0
The food was actually aweful.,0
They are served with a free appetizer and the portions are perfect for lunch.,2
There is actually space to breathe and the decor sets the tone for an intimate dinner.,2
We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,2
"My husband and I both ordered the Steak, medium.",1
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",0
This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,2
The sushi is average and the prices are anything but.,1
"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",2
Owner must have coem on this website to give himself credit.,1
Turned out there was full service upstairs and sat down.,2
Several of the dim sum orders had about 6-8 pieces.,1
If you have a dumpling fetish i suggest you try some here!,2
"Three page wine menu, one page entree and horedevous.",2
"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",2
The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,0
And the food was fantastic.,2
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",1
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",1
"They're also friendlier here, especially the owner, Kenny.",2
"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",0
I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,0
Winnie and her staff are the best crew you can find serving you.,2
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",2
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",1
You can even get packages of the chutneys to stock your fridge!,2
The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,2
"If it isn't for the food (A+++), it must be the service or the ambience.",2
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",0
"I like the ambience, it's very dark and original.",2
"Overall, not worth the money.",0
This place is not worth the prices.,0
We left after one drink.,1
Pick a bagel has the best bagels in the city.,2
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,0
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",0
The fried dumplings are GREAT!,2
This place has the best Chinese style BBQ ribs in the city.,2
Ive been here so many times the waiters know my name.,1
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",1
The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,2
This is the perfect date spot for Williamsburg couples.,2
The dim sum here is only so-so.,1
"$6 and there is much tasty food, all of it fresh and continually refilled.",2
"Just straight up cheap, good food.",2
Seating is ok even though sometimes there's alot of people.,1
"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",0
"Service was slow, but the people were friendly.",0
The steak was very fatty and the sauce was overpowering and not very tasty.,0
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",2
The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,0
They have a very diverse menu so its something for everybody.,2
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,0
"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",2
The bagel was huge.,1
Get the tuna of gari.,2
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",2
Edible but really a ripoff at those prices given whats in the area.,0
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",0
The service was the only thing good about this restaurant.,2
Service- friendly and attentive.,2
"Great food, great decor, great service.",2
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",1
"The palak paneer was standard, and I was not a fan of the malai kofta.",1
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,2
"Yeah, sometimes the service can be slow.",0
There was no ambiance.,0
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",2
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,2
"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",1
"They sell special sushi, everything have a topping, sauce and etc.",2
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,0
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",2
Service was also very good.,2
"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",2
"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",0
I'm happy to have Nosh in the neighborhood and the food is very comforting.,2
"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",2
love the food.,2
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,2
All the desserts the group tried got favorable reviews.,2
There's something smooth about sipping sake upper east side style.,2
It's a nice place to relax and have conversation.,2
Best Reuben sandwich ever!,2
Lucky Strike is a great casual place to just grab a bite to eat.,2
Wonderful strawberry daiquiries as well!,2
"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",1
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",0
Frites were delicious if a bit on the thick side.,2
Here you get the zen feel without feeling rigid.,2
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,1
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,2
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,1
"Overall, the best bagel in town.",2
"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",2
The sushi seemed pretty fresh and was adequately proportioned.,2
but the service was a bit slow.,0
Spreads and toppings are great - though a bit pricey.,2
"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!",2
No one asked what was wrong as we left with nothing touched on our plates.,1
Indoor was very cozy and cute.,2
We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,2
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,0
"The service was excellent, the food was excellent, but the entire experience was very cool.",2
The service is good and the resturant is clean.,2
"Great spot, whether looking for a couple of drinks or quiet dinner.",2
Just stick with the small dishes!,0
"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",2
I've rarely had a problem with slow staff in the 10 years I've been going.,2
Food is excellent.,2
Although we were looking for regular lettuce and some walnuts the salads we got were great.,2
Excellent lunch buffet for only $6.95.,2
"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",0
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",2
"Ambience is so cute and quaint, good for business although we were there on vacation.",2
"The portion sizes here are huge, and the sushi is good.",2
My boyfriend ate tuna and it was cooked perfectly!,2
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",1
"Good food at the restaurant (a bit expensive, but great if you want to impress your date).",2
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,2
I have eaten there 3-4 times and the food was always good.,2
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",0
"great eats, good times.",2
"Grilled whole fish wonderful, great spicing.",2
"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.",2
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",0
The service was great as well.,2
Try the lobster teriyaki and the rose special roll.,2
Another plus is most of the entrees are approx.,2
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",2
From the moment we walked in they were more than accomodating even though the place was packed.,0
"I found the food, service and value exceptional everytime I have been there.",2
We ate at this Thai place following the reviews but very unhappy with the foods.,0
"The food is definitely good, but I left a bit disappointed.",2
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",1
"The drinks are a saving grace, but service staff, please, get over yourselves.",2
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,0
The all-Italian staff is warm and engaging from the start.,2
The prices are exceptionally reasonable for food of this caliber.,2
If you go here - your focus should be the Tamarind Margaritas.,2
The filet mignon dish was superb!,2
I had been a regular due to the consistently good food and ease of getting a table.,2
This place is the most Japanese it can ever get.,2
"The food is good, I can't lie.",2
"great food, lt's of it, more then one person can eat!",2
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",2
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",1
Cozy romantic atomosphere with only around 15 tables at most.,2
This place is worth going even if only for their beer.,2
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,2
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",2
"Do not get the Go Go Hamburgers, no matter what the reviews say.",0
The sandwhiches are out-of-this world!,2
"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",2
Decor is charming.,2
The food was very well prepared.,2
Really tasty spring rolls and noodles for a good price though.,2
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",0
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",0
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",2
"The food arrived 20 minutes after I called, cold and soggy.",0
"If you go for the pre-theatre menu, it's an even greater deal.",2
"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",2
"The prices cannot be beat for the quality, quantity, freshness and taste.",2
"Check it out, it won't hurt your stomach or your wallet.",2
"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!",2
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,0
I have been about 4 times and have always had a great meal.,2
I go back in line like three times on average until I can't walk anymore.,0
We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,2
Horrible food and Horrible service.,0
The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,2
They treated us well and the food was extremely fresh and well-prepared.,2
